symbol,instrument_key
RAILTEL.NS,NSE_EQ|INE0DD101019
RAIN.NS,NSE_EQ|INE855B01025
RAINBOW.NS,NSE_EQ|INE961O01016
RAJESHEXPO.NS,NSE_EQ|INE343B01030
RALLIS.NS,NSE_EQ|INE613A01020
RKFORGE.NS,NSE_EQ|INE399G01023
RAMKY.NS,NSE_EQ|INE874I01013
RCF.NS,NSE_EQ|INE027A01015
RATEGAIN.NS,NSE_EQ|INE0CLI01024
RATNAMANI.NS,NSE_EQ|INE703B01027
RTNINDIA.NS,NSE_EQ|INE834M01019
RAYMOND.NS,NSE_EQ|INE301A01014
REDINGTON.NS,NSE_EQ|INE891D01026
REDTAPE.NS,NSE_EQ|INE0LXT01019
RELIANCE.NS,NSE_EQ|INE002A01018
RELINFRA.NS,NSE_EQ|INE036A01016
RELIGARE.NS,NSE_EQ|INE621H01010
RESPONIND.NS,NSE_EQ|INE688D01026
RBA.NS,NSE_EQ|INE07T201019
ROLEXRINGS.NS,NSE_EQ|INE645S01016
ROSSARI.NS,NSE_EQ|INE02A801020
ROUTE.NS,NSE_EQ|INE450U01017
SBFC.NS,NSE_EQ|INE423Y01016
SBICARD.NS,NSE_EQ|INE018E01016
SBILIFE.NS,NSE_EQ|INE123W01016
SJVN.NS,NSE_EQ|INE002L01015
SKFINDIA.NS,NSE_EQ|INE640A01023
SRF.NS,NSE_EQ|INE647A01010
SAFARI.NS,NSE_EQ|INE429E01023
KALAMANDIR.NS,NSE_EQ|INE438K01021
SAMHI.NS,NSE_EQ|INE08U801020
SAMMAANCAP.NS,NSE_EQ|INE148I01020
MOTHERSON.NS,NSE_EQ|INE775A01035
SANDUMA.NS,NSE_EQ|INE149K01016
SANGHIIND.NS,NSE_EQ|INE999B01013
SANGHVIMOV.NS,NSE_EQ|INE989A01032
SANOFI.NS,NSE_EQ|INE058A01010
SANSERA.NS,NSE_EQ|INE953O01021
SAPPHIRE.NS,NSE_EQ|INE806T01020
SARDAEN.NS,NSE_EQ|INE385C01021
SAREGAMA.NS,NSE_EQ|INE979A01025
SCHAEFFLER.NS,NSE_EQ|INE513A01022
SCHNEIDER.NS,NSE_EQ|INE839M01018
SENCO.NS,NSE_EQ|INE602W01027
SEQUENT.NS,NSE_EQ|INE807F01027
SHARDAMOTR.NS,NSE_EQ|INE597I01028
SHAREINDIA.NS,NSE_EQ|INE932X01026
SFL.NS,NSE_EQ|INE916U01025
SHILPAMED.NS,NSE_EQ|INE790G01031
SCI.NS,NSE_EQ|INE109A01011
SBCL.NS,NSE_EQ|INE386D01027
SHREECEM.NS,NSE_EQ|INE070A01015
RENUKA.NS,NSE_EQ|INE087H01022
SHRIRAMFIN.NS,NSE_EQ|INE721A01047
SHRIPISTON.NS,NSE_EQ|INE526E01018
SHYAMMETL.NS,NSE_EQ|INE810G01011
SIEMENS.NS,NSE_EQ|INE003A01024
SIGNATURE.NS,NSE_EQ|INE903U01023
SINDHUTRAD.NS,NSE_EQ|INE325D01025
SOBHA.NS,NSE_EQ|INE671H01015
SOLARINDS.NS,NSE_EQ|INE343H01029
SONACOMS.NS,NSE_EQ|INE073K01018
SONATSOFTW.NS,NSE_EQ|INE269A01021
SOUTHBANK.NS,NSE_EQ|INE683A01023
SPANDANA.NS,NSE_EQ|INE572J01011
STARCEMENT.NS,NSE_EQ|INE460H01021
STARHEALTH.NS,NSE_EQ|INE575P01011
SBIN.NS,NSE_EQ|INE062A01020
SAIL.NS,NSE_EQ|INE114A01011
SSWL.NS,NSE_EQ|INE802C01033
SWSOLAR.NS,NSE_EQ|INE00M201021
STLTECH.NS,NSE_EQ|INE089C01029
STAR.NS,NSE_EQ|INE939A01011
STYLAMIND.NS,NSE_EQ|INE239C01020
SUBROS.NS,NSE_EQ|INE287B01021
SUDARSCHEM.NS,NSE_EQ|INE659A01023
SULA.NS,NSE_EQ|INE142Q01026
SUMICHEM.NS,NSE_EQ|INE258G01013
SPARC.NS,NSE_EQ|INE232I01014
SUNPHARMA.NS,NSE_EQ|INE044A01036
SUNTV.NS,NSE_EQ|INE424H01027
SUNDARMFIN.NS,NSE_EQ|INE660A01013
SUNDRMFAST.NS,NSE_EQ|INE387A01021
SUNFLAG.NS,NSE_EQ|INE947A01014
SUNTECK.NS,NSE_EQ|INE805D01034
SUPRAJIT.NS,NSE_EQ|INE399C01030
SUPREMEIND.NS,NSE_EQ|INE195A01028
SPLPETRO.NS,NSE_EQ|INE663A01033
SUPRIYA.NS,NSE_EQ|INE07RO01027
SURYAROSNI.NS,NSE_EQ|INE335A01020
SUVENPHAR.NS,NSE_EQ|INE03QK01018
SUZLON.NS,NSE_EQ|INE040H01021
SWANENERGY.NS,NSE_EQ|INE665A01038
SYMPHONY.NS,NSE_EQ|INE225D01027
SYNGENE.NS,NSE_EQ|INE398R01022
SYRMA.NS,NSE_EQ|INE0DYJ01015
TARC.NS,NSE_EQ|INE0EK901012
TBOTEK.NS,NSE_EQ|INE673O01025
TCIEXP.NS,NSE_EQ|INE586V01016
TDPOWERSYS.NS,NSE_EQ|INE419M01027
TVSMOTOR.NS,NSE_EQ|INE494B01023
TVSSCS.NS,NSE_EQ|INE395N01027
TANLA.NS,NSE_EQ|INE483C01032
TATACHEM.NS,NSE_EQ|INE092A01019
TATACOMM.NS,NSE_EQ|INE151A01013
TCS.NS,NSE_EQ|INE467B01029
TATACONSUM.NS,NSE_EQ|INE192A01025
TATAELXSI.NS,NSE_EQ|INE670A01012
TATAINVEST.NS,NSE_EQ|INE672A01018
TATAMOTORS.NS,NSE_EQ|INE155A01022
TATAPOWER.NS,NSE_EQ|INE245A01021
TATASTEEL.NS,NSE_EQ|INE081A01020
TATATECH.NS,NSE_EQ|INE142M01025
TTML.NS,NSE_EQ|INE517B01013
TEAMLEASE.NS,NSE_EQ|INE985S01024
TECHM.NS,NSE_EQ|INE669C01036
TECHNOE.NS,NSE_EQ|INE285K01026
TIIL.NS,NSE_EQ|INE545H01011
TEGA.NS,NSE_EQ|INE011K01018
TEJASNET.NS,NSE_EQ|INE010J01012
TEXRAIL.NS,NSE_EQ|INE621L01012
NIACL.NS,NSE_EQ|INE470Y01017
RAMCOCEM.NS,NSE_EQ|INE331A01037
THERMAX.NS,NSE_EQ|INE152A01029
TIRUMALCHM.NS,NSE_EQ|INE338A01024
THOMASCOOK.NS,NSE_EQ|INE332A01027
TI.NS,NSE_EQ|INE133E01013
TIMETECHNO.NS,NSE_EQ|INE508G01029
TIMKEN.NS,NSE_EQ|INE325A01013
TIPSMUSIC.NS,NSE_EQ|INE716B01029
TITAGARH.NS,NSE_EQ|INE615H01020
TITAN.NS,NSE_EQ|INE280A01028
TORNTPHARM.NS,NSE_EQ|INE685A01028
TORNTPOWER.NS,NSE_EQ|INE813H01021
TRENT.NS,NSE_EQ|INE849A01020
TRIDENT.NS,NSE_EQ|INE064C01022
TRIVENI.NS,NSE_EQ|INE256C01024
TRITURBINE.NS,NSE_EQ|INE152M01016
TIINDIA.NS,NSE_EQ|INE974X01010
UCOBANK.NS,NSE_EQ|INE691A01018
UNOMINDA.NS,NSE_EQ|INE405E01023
UPL.NS,NSE_EQ|INE628A01036
UTIAMC.NS,NSE_EQ|INE094J01016
UJJIVANSFB.NS,NSE_EQ|INE551W01018
ULTRACEMCO.NS,NSE_EQ|INE481G01011
UNIONBANK.NS,NSE_EQ|INE692A01016
UBL.NS,NSE_EQ|INE686F01025
UNITDSPR.NS,NSE_EQ|INE854D01024
USHAMART.NS,NSE_EQ|INE228A01035
UTKARSHBNK.NS,NSE_EQ|INE735W01017
VGUARD.NS,NSE_EQ|INE951I01027
VMART.NS,NSE_EQ|INE665J01013
VIPIND.NS,NSE_EQ|INE054A01027
VSTIND.NS,NSE_EQ|INE710A01016
WABAG.NS,NSE_EQ|INE956G01038
VAIBHAVGBL.NS,NSE_EQ|INE884A01027
DBREALTY.NS,NSE_EQ|INE879I01012
VTL.NS,NSE_EQ|INE825A01020
VARROC.NS,NSE_EQ|INE665L01035
VBL.NS,NSE_EQ|INE200M01039
MANYAVAR.NS,NSE_EQ|INE825V01034
VEDL.NS,NSE_EQ|INE205A01025
VEEDOL.NS,NSE_EQ|INE484C01030
VENKEYS.NS,NSE_EQ|INE398A01010
VENUSPIPES.NS,NSE_EQ|INE0JA001018
VESUVIUS.NS,NSE_EQ|INE386A01015
VIJAYA.NS,NSE_EQ|INE043W01024
VINATIORGA.NS,NSE_EQ|INE410B01037
IDEA.NS,NSE_EQ|INE669E01016
VOLTAMP.NS,NSE_EQ|INE540H01012
VOLTAS.NS,NSE_EQ|INE226A01021
WELCORP.NS,NSE_EQ|INE191B01025
WELENT.NS,NSE_EQ|INE625G01013
WELSPUNLIV.NS,NSE_EQ|INE192B01031
WSTCSTPAPR.NS,NSE_EQ|INE976A01021
WESTLIFE.NS,NSE_EQ|INE274F01020
WHIRLPOOL.NS,NSE_EQ|INE716A01013
WIPRO.NS,NSE_EQ|INE075A01022
WOCKPHARMA.NS,NSE_EQ|INE049B01025
WONDERLA.NS,NSE_EQ|INE066O01014
YATHARTH.NS,NSE_EQ|INE0JO301016
YESBANK.NS,NSE_EQ|INE528G01035
ZFCVINDIA.NS,NSE_EQ|INE342J01019
ZEEL.NS,NSE_EQ|INE256A01028
ZENTEC.NS,NSE_EQ|INE251B01027
ZENSARTECH.NS,NSE_EQ|INE520A01027
ZYDUSLIFE.NS,NSE_EQ|INE010B01027
ZYDUSWELL.NS,NSE_EQ|INE768C01010
ECLERX.NS,NSE_EQ|INE738I01010
EMUDHRA.NS,NSE_EQ|INE01QM01018
